Production Date,Date,Station,Fcst Mn,Fcst Mx,Fcst Avg,Norm Mn,Norm Max,HDD,CDD
12/6/2018,12/7/2018,KGGW,-6,18,6,9,28.4,59,0
12/6/2018,12/8/2018,KGGW,-1,17,8,8.6,28,57,0
12/6/2018,12/9/2018,KGGW,4,24,14,8.2,27.6,51,0
12/6/2018,12/10/2018,KGGW,12,31,21.5,7.9,27.3,44,0
12/6/2018,12/11/2018,KGGW,15,34,24.5,7.5,26.9,41,0
12/6/2018,12/12/2018,KGGW,18,37,27.5,7.2,26.6,38,0
12/6/2018,12/13/2018,KGGW,9,31,20,6.9,26.3,45,0
12/6/2018,12/14/2018,KGGW,15,34,24.5,6.6,26,41,0
12/6/2018,12/15/2018,KGGW,11,32,21.5,6.3,25.7,44,0
12/6/2018,12/16/2018,KGGW,14,32,23,6,25.4,42,0
12/6/2018,12/17/2018,KGGW,15,32,23.5,5.8,25.2,42,0
12/6/2018,12/18/2018,KGGW,15,34,24.5,5.6,24.9,41,0
12/6/2018,12/19/2018,KGGW,12,34,23,5.3,24.7,42,0
12/6/2018,12/6/2018,KGLD,17,34,25.5,18.3,43.4,40,0
12/6/2018,12/7/2018,KGLD,16,40,28,18.1,43.2,37,0
12/6/2018,12/8/2018,KGLD,19,43,31,17.9,42.9,34,0
12/6/2018,12/9/2018,KGLD,18,47,32.5,17.7,42.7,33,0
12/6/2018,12/10/2018,KGLD,20,52,36,17.5,42.6,29,0
12/6/2018,12/11/2018,KGLD,22,50,36,17.4,42.4,29,0
12/6/2018,12/12/2018,KGLD,25,53,39,17.2,42.3,26,0
12/6/2018,12/13/2018,KGLD,22,45,33.5,17.1,42.1,32,0
12/6/2018,12/14/2018,KGLD,25,52,38.5,17,42,27,0
12/6/2018,12/15/2018,KGLD,22,50,36,16.9,42,29,0
12/6/2018,12/16/2018,KGLD,22,49,35.5,16.8,41.9,30,0
12/6/2018,12/17/2018,KGLD,23,51,37,16.8,41.8,28,0
12/6/2018,12/18/2018,KGLD,25,50,37.5,16.7,41.8,28,0
12/6/2018,12/19/2018,KGLD,23,48,35.5,16.7,41.8,30,0
12/6/2018,12/6/2018,KGRI,-2,25,11.5,18.2,38.9,54,0
12/6/2018,12/7/2018,KGRI,-3,26,11.5,17.9,38.5,54,0
12/6/2018,12/8/2018,KGRI,5,27,16,17.6,38.2,49,0
12/6/2018,12/9/2018,KGRI,2,27,14.5,17.4,37.9,51,0
12/6/2018,12/10/2018,KGRI,8,31,19.5,17.1,37.6,46,0
12/6/2018,12/11/2018,KGRI,20,36,28,16.9,37.3,37,0
12/6/2018,12/12/2018,KGRI,21,37,29,16.7,37.1,36,0
12/6/2018,12/13/2018,KGRI,20,37,28.5,16.5,36.8,37,0
12/6/2018,12/14/2018,KGRI,14,36,25,16.3,36.6,40,0
12/6/2018,12/15/2018,KGRI,15,36,25.5,16.1,36.4,40,0
12/6/2018,12/16/2018,KGRI,18,37,27.5,15.9,36.2,38,0
12/6/2018,12/17/2018,KGRI,16,36,26,15.8,36.1,39,0
12/6/2018,12/18/2018,KGRI,20,38,29,15.6,35.9,36,0
12/6/2018,12/19/2018,KGRI,20,39,29.5,15.5,35.8,36,0
12/6/2018,12/6/2018,KGJT,21,37,29,20.3,40.4,36,0
12/6/2018,12/7/2018,KGJT,21,38,29.5,20.1,40.1,36,0
12/6/2018,12/8/2018,KGJT,16,38,27,19.8,39.8,38,0
12/6/2018,12/9/2018,KGJT,12,37,24.5,19.6,39.5,41,0
12/6/2018,12/10/2018,KGJT,14,37,25.5,19.3,39.2,40,0
12/6/2018,12/11/2018,KGJT,13,38,25.5,19.1,39,40,0
12/6/2018,12/12/2018,KGJT,15,39,27,18.9,38.7,38,0
12/6/2018,12/13/2018,KGJT,5,36,20.5,18.7,38.5,45,0
12/6/2018,12/14/2018,KGJT,16,42,29,18.5,38.3,36,0
12/6/2018,12/15/2018,KGJT,11,36,23.5,18.3,38.1,42,0
12/6/2018,12/16/2018,KGJT,12,37,24.5,18.2,37.9,41,0
12/6/2018,12/17/2018,KGJT,17,40,28.5,18,37.8,37,0
12/6/2018,12/18/2018,KGJT,15,39,27,17.8,37.6,38,0
12/6/2018,12/19/2018,KGJT,12,38,25,17.7,37.5,40,0
12/6/2018,12/6/2018,KGRR,25,32,28.5,26.4,37.7,37,0
12/6/2018,12/7/2018,KGRR,22,32,27,26.1,37.3,38,0
12/6/2018,12/8/2018,KGRR,20,35,27.5,25.7,36.9,38,0
12/6/2018,12/9/2018,KGRR,21,38,29.5,25.4,36.5,36,0
12/6/2018,12/10/2018,KGRR,23,38,30.5,25.1,36.2,35,0
12/6/2018,12/11/2018,KGRR,26,40,33,24.8,35.8,32,0
12/6/2018,12/12/2018,KGRR,31,41,36,24.5,35.5,29,0
12/6/2018,12/13/2018,KGRR,35,43,39,24.2,35.2,26,0
12/6/2018,12/14/2018,KGRR,30,37,33.5,23.9,34.9,32,0
12/6/2018,12/15/2018,KGRR,29,40,34.5,23.6,34.6,31,0
12/6/2018,12/16/2018,KGRR,28,39,33.5,23.3,34.3,32,0
12/6/2018,12/17/2018,KGRR,25,37,31,23,34,34,0
12/6/2018,12/18/2018,KGRR,27,39,33,22.7,33.8,32,0
12/6/2018,12/19/2018,KGRR,29,41,35,22.5,33.5,30,0
12/6/2018,12/6/2018,KGTF,10,31,20.5,16.5,35.4,45,0
12/6/2018,12/7/2018,KGTF,16,37,26.5,16.2,35.2,39,0
12/6/2018,12/8/2018,KGTF,21,39,30,16,35,35,0
12/6/2018,12/9/2018,KGTF,24,41,32.5,15.7,34.8,33,0
12/6/2018,12/10/2018,KGTF,24,42,33,15.5,34.6,32,0
12/6/2018,12/11/2018,KGTF,26,40,33,15.3,34.5,32,0
12/6/2018,12/12/2018,KGTF,23,40,31.5,15,34.4,34,0
12/6/2018,12/13/2018,KGTF,23,40,31.5,14.8,34.3,34,0
12/6/2018,12/14/2018,KGTF,24,45,34.5,14.7,34.2,31,0
12/6/2018,12/15/2018,KGTF,22,39,30.5,14.5,34.1,35,0
12/6/2018,12/16/2018,KGTF,25,42,33.5,14.3,34.1,32,0
12/6/2018,12/17/2018,KGTF,26,44,35,14.2,34,30,0
12/6/2018,12/18/2018,KGTF,25,42,33.5,14.1,34,32,0
12/6/2018,12/19/2018,KGTF,22,42,32,14,34,33,0
12/6/2018,12/6/2018,KGRB,0,26,13,17.7,31.7,52,0
12/6/2018,12/7/2018,KGRB,3,16,9.5,17.3,31.3,56,0
12/6/2018,12/8/2018,KGRB,6,22,14,16.9,30.8,51,0
12/6/2018,12/9/2018,KGRB,8,25,16.5,16.5,30.4,49,0
12/6/2018,12/10/2018,KGRB,12,27,19.5,16.1,30,46,0
12/6/2018,12/11/2018,KGRB,19,33,26,15.7,29.7,39,0
12/6/2018,12/12/2018,KGRB,30,37,33.5,15.4,29.3,32,0
12/6/2018,12/13/2018,KGRB,31,38,34.5,15,28.9,31,0
12/6/2018,12/14/2018,KGRB,23,33,28,14.7,28.6,37,0
12/6/2018,12/15/2018,KGRB,23,34,28.5,14.3,28.3,37,0
12/6/2018,12/16/2018,KGRB,22,33,27.5,14,28,38,0
12/6/2018,12/17/2018,KGRB,16,31,23.5,13.7,27.7,42,0
12/6/2018,12/18/2018,KGRB,22,33,27.5,13.4,27.4,38,0
12/6/2018,12/19/2018,KGRB,24,35,29.5,13.1,27.1,36,0
12/6/2018,12/6/2018,KGSO,29,45,37,33.9,53.1,28,0
12/6/2018,12/7/2018,KGSO,29,48,38.5,33.7,52.8,27,0
12/6/2018,12/8/2018,KGSO,28,40,34,33.4,52.5,31,0
12/6/2018,12/9/2018,KGSO,27,37,32,33.2,52.1,33,0
12/6/2018,12/10/2018,KGSO,21,40,30.5,33,51.8,35,0
12/6/2018,12/11/2018,KGSO,13,40,26.5,32.7,51.6,39,0
12/6/2018,12/12/2018,KGSO,18,40,29,32.5,51.3,36,0
12/6/2018,12/13/2018,KGSO,28,47,37.5,32.3,51,28,0
12/6/2018,12/14/2018,KGSO,28,46,37,32.1,50.7,28,0
12/6/2018,12/15/2018,KGSO,29,49,39,31.9,50.5,26,0
12/6/2018,12/16/2018,KGSO,28,48,38,31.7,50.3,27,0
12/6/2018,12/17/2018,KGSO,27,47,37,31.5,50,28,0
12/6/2018,12/18/2018,KGSO,28,49,38.5,31.4,49.8,27,0
12/6/2018,12/19/2018,KGSO,29,50,39.5,31.2,49.6,26,0
12/6/2018,12/6/2018,KGSP,29,47,38,35.7,56.3,27,0
12/6/2018,12/7/2018,KGSP,35,51,43,35.4,56,22,0
12/6/2018,12/8/2018,KGSP,32,41,36.5,35.2,55.7,29,0
12/6/2018,12/9/2018,KGSP,31,41,36,35,55.4,29,0
12/6/2018,12/10/2018,KGSP,26,44,35,34.8,55.1,30,0
12/6/2018,12/11/2018,KGSP,15,45,30,34.6,54.9,35,0
12/6/2018,12/12/2018,KGSP,22,42,32,34.4,54.6,33,0
12/6/2018,12/13/2018,KGSP,32,48,40,34.2,54.3,25,0
12/6/2018,12/14/2018,KGSP,30,49,39.5,34,54.1,26,0
12/6/2018,12/15/2018,KGSP,28,50,39,33.9,53.9,26,0
12/6/2018,12/16/2018,KGSP,29,50,39.5,33.7,53.7,26,0
12/6/2018,12/17/2018,KGSP,29,51,40,33.6,53.4,25,0
12/6/2018,12/18/2018,KGSP,31,53,42,33.4,53.2,23,0
12/6/2018,12/19/2018,KGSP,31,52,41.5,33.3,53.1,24,0
12/6/2018,12/6/2018,KCXY,28,40,34,29.8,44.6,31,0
12/6/2018,12/7/2018,KCXY,24,37,30.5,29.5,44.2,35,0
12/6/2018,12/8/2018,KCXY,24,37,30.5,29.2,43.8,35,0
12/6/2018,12/9/2018,KCXY,26,38,32,28.9,43.5,33,0
12/6/2018,12/10/2018,KCXY,24,41,32.5,28.5,43.1,33,0
12/6/2018,12/11/2018,KCXY,24,38,31,28.2,42.8,34,0
12/6/2018,12/12/2018,KCXY,26,41,33.5,27.9,42.4,32,0
12/6/2018,12/13/2018,KCXY,31,46,38.5,27.6,42.1,27,0
12/6/2018,12/14/2018,KCXY,34,46,40,27.3,41.8,25,0
12/6/2018,12/15/2018,KCXY,33,47,40,27,41.5,25,0
12/6/2018,12/16/2018,KCXY,31,45,38,26.7,41.2,27,0
12/6/2018,12/17/2018,KCXY,29,42,35.5,26.4,41,30,0
12/6/2018,12/18/2018,KCXY,30,44,37,26.2,40.7,28,0
12/6/2018,12/19/2018,KCXY,30,45,37.5,25.9,40.4,28,0
12/6/2018,12/6/2018,KBDL,25,40,32.5,26.9,43.1,33,0
12/6/2018,12/7/2018,KBDL,17,33,25,26.5,42.7,40,0
12/6/2018,12/8/2018,KBDL,19,32,25.5,26.1,42.3,40,0
12/6/2018,12/9/2018,KBDL,22,37,29.5,25.8,41.9,36,0
12/6/2018,12/10/2018,KBDL,16,36,26,25.4,41.5,39,0
12/6/2018,12/11/2018,KBDL,14,32,23,25,41.2,42,0
12/6/2018,12/12/2018,KBDL,17,38,27.5,24.6,40.8,38,0
12/6/2018,12/13/2018,KBDL,24,44,34,24.3,40.4,31,0
12/6/2018,12/14/2018,KBDL,30,46,38,23.9,40.1,27,0
12/6/2018,12/15/2018,KBDL,31,47,39,23.6,39.7,26,0
12/6/2018,12/16/2018,KBDL,28,43,35.5,23.2,39.4,30,0
12/6/2018,12/17/2018,KBDL,25,42,33.5,22.9,39,32,0
12/6/2018,12/18/2018,KBDL,25,42,33.5,22.5,38.7,32,0
12/6/2018,12/19/2018,KBDL,26,43,34.5,22.2,38.4,31,0
12/6/2018,12/6/2018,KHVR,5,28,16.5,10.4,32.3,49,0
12/6/2018,12/7/2018,KHVR,9,31,20,10,32,45,0
12/6/2018,12/8/2018,KHVR,16,37,26.5,9.7,31.7,39,0
12/6/2018,12/9/2018,KHVR,19,42,30.5,9.4,31.4,35,0
12/6/2018,12/10/2018,KHVR,22,43,32.5,9,31.1,33,0
12/6/2018,12/11/2018,KHVR,25,41,33,8.7,30.8,32,0
12/6/2018,12/12/2018,KHVR,22,43,32.5,8.4,30.6,33,0
12/6/2018,12/13/2018,KHVR,21,41,31,8.1,30.4,34,0
12/6/2018,12/14/2018,KHVR,22,45,33.5,7.9,30.1,32,0
12/6/2018,12/15/2018,KHVR,20,40,30,7.6,29.9,35,0
12/6/2018,12/16/2018,KHVR,22,43,32.5,7.4,29.7,33,0
12/6/2018,12/17/2018,KHVR,21,42,31.5,7.1,29.5,34,0
12/6/2018,12/18/2018,KHVR,22,43,32.5,6.9,29.4,33,0
12/6/2018,12/19/2018,KHVR,20,42,31,6.8,29.2,34,0
12/6/2018,12/6/2018,KHLN,5,29,17,13.7,33.2,48,0
12/6/2018,12/7/2018,KHLN,9,34,21.5,13.4,32.9,44,0
12/6/2018,12/8/2018,KHLN,16,39,27.5,13.1,32.6,38,0
12/6/2018,12/9/2018,KHLN,18,38,28,12.8,32.3,37,0
12/6/2018,12/10/2018,KHLN,21,40,30.5,12.5,32,35,0
12/6/2018,12/11/2018,KHLN,24,38,31,12.2,31.8,34,0
12/6/2018,12/12/2018,KHLN,24,38,31,12,31.6,34,0
12/6/2018,12/13/2018,KHLN,19,36,27.5,11.7,31.4,38,0
12/6/2018,12/14/2018,KHLN,21,41,31,11.5,31.2,34,0
12/6/2018,12/15/2018,KHLN,18,36,27,11.3,31.1,38,0
12/6/2018,12/16/2018,KHLN,20,39,29.5,11.2,30.9,36,0
12/6/2018,12/17/2018,KHLN,21,41,31,11,30.8,34,0
12/6/2018,12/18/2018,KHLN,22,39,30.5,10.9,30.7,35,0
12/6/2018,12/19/2018,KHLN,19,38,28.5,10.7,30.6,37,0
12/6/2018,12/6/2018,KHTL,16,28,22,20.8,33.3,43,0
12/6/2018,12/7/2018,KHTL,16,25,20.5,20.4,32.9,45,0
12/6/2018,12/8/2018,KHTL,17,30,23.5,20,32.5,42,0
12/6/2018,12/9/2018,KHTL,20,35,27.5,19.7,32.2,38,0
12/6/2018,12/10/2018,KHTL,21,32,26.5,19.3,31.9,39,0
12/6/2018,12/11/2018,KHTL,22,34,28,19,31.5,37,0
12/6/2018,12/12/2018,KHTL,26,36,31,18.6,31.2,34,0
12/6/2018,12/13/2018,KHTL,31,37,34,18.2,30.9,31,0
12/6/2018,12/14/2018,KHTL,26,33,29.5,17.9,30.6,36,0
12/6/2018,12/15/2018,KHTL,26,35,30.5,17.5,30.4,35,0
12/6/2018,12/16/2018,KHTL,24,34,29,17.2,30.1,36,0
12/6/2018,12/17/2018,KHTL,21,31,26,16.8,29.8,39,0
12/6/2018,12/18/2018,KHTL,23,33,28,16.5,29.6,37,0
12/6/2018,12/19/2018,KHTL,26,36,31,16.2,29.4,34,0
12/6/2018,12/6/2018,KIAH,56,69,62.5,46.1,66,3,0
12/6/2018,12/7/2018,KIAH,59,71,65,45.9,65.8,0,0
12/6/2018,12/8/2018,KIAH,44,63,53.5,45.6,65.5,12,0
12/6/2018,12/9/2018,KIAH,39,56,47.5,45.4,65.3,18,0
12/6/2018,12/10/2018,KIAH,35,58,46.5,45.2,65.1,19,0
12/6/2018,12/11/2018,KIAH,40,64,52,45.1,64.9,13,0
12/6/2018,12/12/2018,KIAH,51,71,61,44.9,64.7,4,0
12/6/2018,12/13/2018,KIAH,49,73,61,44.7,64.5,4,0
12/6/2018,12/14/2018,KIAH,43,64,53.5,44.6,64.3,12,0
12/6/2018,12/15/2018,KIAH,43,65,54,44.4,64.1,11,0
12/6/2018,12/16/2018,KIAH,46,68,57,44.3,63.9,8,0
12/6/2018,12/17/2018,KIAH,46,68,57,44.1,63.8,8,0
12/6/2018,12/18/2018,KIAH,49,69,59,44,63.6,6,0
12/6/2018,12/19/2018,KIAH,47,66,56.5,43.9,63.5,9,0
12/6/2018,12/6/2018,KHTS,27,43,35,30.8,48,30,0
12/6/2018,12/7/2018,KHTS,24,38,31,30.6,47.6,34,0
12/6/2018,12/8/2018,KHTS,25,36,30.5,30.3,47.3,35,0
12/6/2018,12/9/2018,KHTS,24,38,31,30,47,34,0
12/6/2018,12/10/2018,KHTS,22,41,31.5,29.8,46.6,34,0
12/6/2018,12/11/2018,KHTS,22,43,32.5,29.5,46.3,33,0
12/6/2018,12/12/2018,KHTS,28,46,37,29.3,46,28,0
12/6/2018,12/13/2018,KHTS,36,51,43.5,29,45.7,22,0
12/6/2018,12/14/2018,KHTS,32,42,37,28.8,45.5,28,0
12/6/2018,12/15/2018,KHTS,31,45,38,28.6,45.2,27,0
12/6/2018,12/16/2018,KHTS,30,46,38,28.3,45,27,0
12/6/2018,12/17/2018,KHTS,28,43,35.5,28.1,44.7,30,0
12/6/2018,12/18/2018,KHTS,30,45,37.5,27.9,44.5,28,0
12/6/2018,12/19/2018,KHTS,31,47,39,27.7,44.3,26,0
12/6/2018,12/6/2018,KHON,10,24,17,12.1,31.5,48,0
12/6/2018,12/7/2018,KHON,9,30,19.5,11.7,31.1,46,0
12/6/2018,12/8/2018,KHON,11,28,19.5,11.3,30.7,46,0
12/6/2018,12/9/2018,KHON,11,31,21,11,30.4,44,0
12/6/2018,12/10/2018,KHON,13,34,23.5,10.6,30,42,0
12/6/2018,12/11/2018,KHON,17,38,27.5,10.3,29.7,38,0
12/6/2018,12/12/2018,KHON,19,40,29.5,10,29.4,36,0
12/6/2018,12/13/2018,KHON,20,39,29.5,9.7,29.1,36,0
12/6/2018,12/14/2018,KHON,18,38,28,9.4,28.8,37,0
12/6/2018,12/15/2018,KHON,17,37,27,9.2,28.6,38,0
12/6/2018,12/16/2018,KHON,18,39,28.5,8.9,28.4,37,0
12/6/2018,12/17/2018,KHON,17,35,26,8.7,28.1,39,0
12/6/2018,12/18/2018,KHON,19,38,28.5,8.5,27.9,37,0
12/6/2018,12/19/2018,KHON,20,39,29.5,8.3,27.7,36,0
12/6/2018,12/6/2018,KIND,19,37,28,27,41.8,37,0
12/6/2018,12/7/2018,KIND,19,33,26,26.7,41.4,39,0
12/6/2018,12/8/2018,KIND,22,35,28.5,26.3,41,37,0
12/6/2018,12/9/2018,KIND,22,38,30,26,40.6,35,0
12/6/2018,12/10/2018,KIND,22,38,30,25.7,40.2,35,0
12/6/2018,12/11/2018,KIND,24,42,33,25.4,39.9,32,0
12/6/2018,12/12/2018,KIND,31,43,37,25.1,39.5,28,0
12/6/2018,12/13/2018,KIND,36,47,41.5,24.8,39.2,24,0
12/6/2018,12/14/2018,KIND,28,39,33.5,24.5,38.9,32,0
12/6/2018,12/15/2018,KIND,28,40,34,24.3,38.6,31,0
12/6/2018,12/16/2018,KIND,28,42,35,24,38.3,30,0
12/6/2018,12/17/2018,KIND,26,39,32.5,23.7,38,33,0
12/6/2018,12/18/2018,KIND,28,42,35,23.5,37.8,30,0
12/6/2018,12/19/2018,KIND,29,43,36,23.3,37.6,29,0
12/6/2018,12/6/2018,KINL,-5,11,3,4.9,22.2,62,0
12/6/2018,12/7/2018,KINL,3,20,11.5,4.3,21.8,54,0
12/6/2018,12/8/2018,KINL,5,26,15.5,3.8,21.4,50,0
12/6/2018,12/9/2018,KINL,6,25,15.5,3.2,21,50,0
12/6/2018,12/10/2018,KINL,10,27,18.5,2.7,20.6,47,0
12/6/2018,12/11/2018,KINL,15,29,22,2.2,20.2,43,0
12/6/2018,12/12/2018,KINL,18,31,24.5,1.7,19.8,41,0
12/6/2018,12/13/2018,KINL,17,31,24,1.2,19.5,41,0
12/6/2018,12/14/2018,KINL,11,26,18.5,0.7,19.1,47,0
12/6/2018,12/15/2018,KINL,10,26,18,0.3,18.8,47,0
12/6/2018,12/16/2018,KINL,10,26,18,-0.2,18.5,47,0
12/6/2018,12/17/2018,KINL,7,24,15.5,-0.6,18.2,50,0
12/6/2018,12/18/2018,KINL,12,27,19.5,-1,17.9,46,0
12/6/2018,12/19/2018,KINL,15,30,22.5,-1.4,17.6,43,0
12/6/2018,12/6/2018,KJAN,36,55,45.5,38.8,60.3,20,0
12/6/2018,12/7/2018,KJAN,41,55,48,38.6,60,17,0
12/6/2018,12/8/2018,KJAN,40,49,44.5,38.4,59.8,21,0
12/6/2018,12/9/2018,KJAN,33,47,40,38.2,59.5,25,0
12/6/2018,12/10/2018,KJAN,28,49,38.5,38,59.2,27,0
12/6/2018,12/11/2018,KJAN,30,54,42,37.8,59,23,0
12/6/2018,12/12/2018,KJAN,38,60,49,37.6,58.7,16,0
12/6/2018,12/13/2018,KJAN,43,65,54,37.5,58.5,11,0
12/6/2018,12/14/2018,KJAN,34,55,44.5,37.3,58.2,21,0
12/6/2018,12/15/2018,KJAN,35,56,45.5,37.2,58,20,0
12/6/2018,12/16/2018,KJAN,37,59,48,37,57.8,17,0
12/6/2018,12/17/2018,KJAN,36,59,47.5,36.9,57.6,18,0
12/6/2018,12/18/2018,KJAN,38,60,49,36.8,57.4,16,0
12/6/2018,12/19/2018,KJAN,38,59,48.5,36.7,57.2,17,0
12/6/2018,12/6/2018,KJAX,38,61,49.5,45.8,68.5,16,0
12/6/2018,12/7/2018,KJAX,44,65,54.5,45.6,68.2,11,0
12/6/2018,12/8/2018,KJAX,53,68,60.5,45.4,68,5,0
12/6/2018,12/9/2018,KJAX,42,71,56.5,45.1,67.8,9,0
12/6/2018,12/10/2018,KJAX,39,55,47,44.9,67.5,18,0
12/6/2018,12/11/2018,KJAX,37,58,47.5,44.7,67.3,18,0
12/6/2018,12/12/2018,KJAX,41,63,52,44.5,67.1,13,0
12/6/2018,12/13/2018,KJAX,50,69,59.5,44.3,66.9,6,0
12/6/2018,12/14/2018,KJAX,40,67,53.5,44.1,66.7,12,0
12/6/2018,12/15/2018,KJAX,41,63,52,43.9,66.5,13,0
12/6/2018,12/16/2018,KJAX,41,63,52,43.7,66.3,13,0
12/6/2018,12/17/2018,KJAX,41,63,52,43.5,66.1,13,0
12/6/2018,12/18/2018,KJAX,42,65,53.5,43.3,66,12,0
12/6/2018,12/19/2018,KJAX,43,65,54,43.2,65.8,11,0
12/6/2018,12/6/2018,KGPI,11,26,18.5,17.8,31.2,47,0
12/6/2018,12/7/2018,KGPI,11,29,20,17.4,30.9,45,0
12/6/2018,12/8/2018,KGPI,15,31,23,17.1,30.6,42,0
12/6/2018,12/9/2018,KGPI,19,37,28,16.8,30.4,37,0
12/6/2018,12/10/2018,KGPI,25,36,30.5,16.5,30.1,35,0
12/6/2018,12/11/2018,KGPI,28,37,32.5,16.2,29.9,33,0
12/6/2018,12/12/2018,KGPI,22,36,29,16,29.7,36,0
12/6/2018,12/13/2018,KGPI,17,33,25,15.7,29.5,40,0
12/6/2018,12/14/2018,KGPI,19,35,27,15.5,29.3,38,0
12/6/2018,12/15/2018,KGPI,19,33,26,15.3,29.2,39,0
12/6/2018,12/16/2018,KGPI,20,35,27.5,15.1,29,38,0
12/6/2018,12/17/2018,KGPI,22,36,29,14.9,28.9,36,0
12/6/2018,12/18/2018,KGPI,23,36,29.5,14.8,28.8,36,0
12/6/2018,12/19/2018,KGPI,18,35,26.5,14.6,28.7,39,0
12/6/2018,12/6/2018,KMCI,16,31,23.5,24.9,42.8,42,0
12/6/2018,12/7/2018,KMCI,19,35,27,24.6,42.4,38,0
12/6/2018,12/8/2018,KMCI,21,39,30,24.3,42.1,35,0
12/6/2018,12/9/2018,KMCI,20,40,30,23.9,41.7,35,0
12/6/2018,12/10/2018,KMCI,22,44,33,23.6,41.4,32,0
12/6/2018,12/11/2018,KMCI,29,49,39,23.4,41,26,0
12/6/2018,12/12/2018,KMCI,33,49,41,23.1,40.7,24,0
12/6/2018,12/13/2018,KMCI,30,49,39.5,22.8,40.4,26,0
12/6/2018,12/14/2018,KMCI,24,45,34.5,22.6,40.2,31,0
12/6/2018,12/15/2018,KMCI,25,45,35,22.3,39.9,30,0
12/6/2018,12/16/2018,KMCI,27,47,37,22.1,39.7,28,0
12/6/2018,12/17/2018,KMCI,24,43,33.5,21.9,39.5,32,0
12/6/2018,12/18/2018,KMCI,28,46,37,21.7,39.3,28,0
12/6/2018,12/19/2018,KMCI,28,46,37,21.5,39.1,28,0
12/6/2018,12/6/2018,KEYW,69,80,74.5,68.6,77.2,0,10
12/6/2018,12/7/2018,KEYW,74,82,78,68.4,77.1,0,13
12/6/2018,12/8/2018,KEYW,76,83,79.5,68.2,76.9,0,15
12/6/2018,12/9/2018,KEYW,73,83,78,68.1,76.8,0,13
12/6/2018,12/10/2018,KEYW,65,78,71.5,67.9,76.7,0,7
12/6/2018,12/11/2018,KEYW,61,73,67,67.7,76.6,0,2
12/6/2018,12/12/2018,KEYW,65,78,71.5,67.5,76.4,0,7
12/6/2018,12/13/2018,KEYW,72,79,75.5,67.4,76.3,0,11
12/6/2018,12/14/2018,KEYW,67,78,72.5,67.2,76.2,0,8
12/6/2018,12/15/2018,KEYW,67,76,71.5,67,76,0,7
12/6/2018,12/16/2018,KEYW,67,76,71.5,66.8,75.9,0,7
12/6/2018,12/17/2018,KEYW,67,75,71,66.7,75.8,0,6
12/6/2018,12/18/2018,KEYW,68,77,72.5,66.5,75.7,0,8
12/6/2018,12/19/2018,KEYW,69,77,73,66.3,75.6,0,8
12/6/2018,12/6/2018,KTYS,30,44,37,33.4,52.2,28,0
12/6/2018,12/7/2018,KTYS,34,45,39.5,33.2,51.9,26,0
12/6/2018,12/8/2018,KTYS,34,41,37.5,33,51.6,28,0
12/6/2018,12/9/2018,KTYS,31,38,34.5,32.8,51.2,31,0
12/6/2018,12/10/2018,KTYS,23,40,31.5,32.6,50.9,34,0
12/6/2018,12/11/2018,KTYS,19,43,31,32.4,50.6,34,0
12/6/2018,12/12/2018,KTYS,24,46,35,32.2,50.4,30,0
12/6/2018,12/13/2018,KTYS,35,53,44,32,50.1,21,0
12/6/2018,12/14/2018,KTYS,32,46,39,31.8,49.8,26,0
12/6/2018,12/15/2018,KTYS,31,47,39,31.6,49.6,26,0
12/6/2018,12/16/2018,KTYS,30,49,39.5,31.5,49.4,26,0
12/6/2018,12/17/2018,KTYS,30,47,38.5,31.3,49.1,27,0
12/6/2018,12/18/2018,KTYS,31,49,40,31.1,48.9,25,0
12/6/2018,12/19/2018,KTYS,31,50,40.5,31,48.7,25,0
12/6/2018,12/6/2018,KLSE,-6,27,10.5,17.6,32.2,55,0
12/6/2018,12/7/2018,KLSE,-5,21,8,17.1,31.7,57,0
12/6/2018,12/8/2018,KLSE,2,27,14.5,16.7,31.3,51,0
12/6/2018,12/9/2018,KLSE,3,30,16.5,16.3,30.9,49,0
12/6/2018,12/10/2018,KLSE,10,32,21,15.9,30.5,44,0
12/6/2018,12/11/2018,KLSE,22,37,29.5,15.5,30.1,36,0
12/6/2018,12/12/2018,KLSE,29,38,33.5,15.1,29.8,32,0
12/6/2018,12/13/2018,KLSE,28,38,33,14.7,29.4,32,0
12/6/2018,12/14/2018,KLSE,17,33,25,14.4,29.1,40,0
12/6/2018,12/15/2018,KLSE,20,34,27,14,28.8,38,0
12/6/2018,12/16/2018,KLSE,22,35,28.5,13.7,28.5,37,0
12/6/2018,12/17/2018,KLSE,16,31,23.5,13.4,28.2,42,0
12/6/2018,12/18/2018,KLSE,21,34,27.5,13.1,27.9,38,0
12/6/2018,12/19/2018,KLSE,22,37,29.5,12.8,27.7,36,0
12/6/2018,12/6/2018,KLCH,49,67,58,45.6,65.3,7,0
12/6/2018,12/7/2018,KLCH,55,71,63,45.4,65.1,2,0
12/6/2018,12/8/2018,KLCH,45,67,56,45.2,64.8,9,0
12/6/2018,12/9/2018,KLCH,40,54,47,45,64.6,18,0
12/6/2018,12/10/2018,KLCH,35,57,46,44.8,64.4,19,0
12/6/2018,12/11/2018,KLCH,38,60,49,44.6,64.1,16,0
12/6/2018,12/12/2018,KLCH,49,67,58,44.5,63.9,7,0
12/6/2018,12/13/2018,KLCH,50,71,60.5,44.3,63.7,5,0
