Production Date,Date,Station,Fcst Mn,Fcst Mx,Fcst Avg,Norm Mn,Norm Max,HDD,CDD
12/6/2018,12/6/2018,KABR,7,22,14.5,8.9,28.3,51,0
12/6/2018,12/7/2018,KABR,8,28,18,8.5,27.9,47,0
12/6/2018,12/8/2018,KABR,10,30,20,8.1,27.5,45,0
12/6/2018,12/9/2018,KABR,8,29,18.5,7.8,27.1,47,0
12/6/2018,12/10/2018,KABR,11,34,22.5,7.4,26.8,43,0
12/6/2018,12/11/2018,KABR,14,35,24.5,7,26.4,41,0
12/6/2018,12/12/2018,KABR,17,37,27,6.7,26.1,38,0
12/6/2018,12/13/2018,KABR,17,36,26.5,6.4,25.8,39,0
12/6/2018,12/14/2018,KABR,15,35,25,6.1,25.5,40,0
12/6/2018,12/15/2018,KABR,14,35,24.5,5.7,25.2,41,0
12/6/2018,12/16/2018,KABR,14,35,24.5,5.4,25,41,0
12/6/2018,12/17/2018,KABR,14,33,23.5,5.2,24.7,42,0
12/6/2018,12/18/2018,KABR,17,36,26.5,4.9,24.5,39,0
12/6/2018,12/19/2018,KABR,18,37,27.5,4.6,24.2,38,0
12/6/2018,12/6/2018,KABI,37,60,48.5,35.2,58.4,17,0
12/6/2018,12/7/2018,KABI,34,44,39,34.9,58.1,26,0
12/6/2018,12/8/2018,KABI,32,42,37,34.7,57.9,28,0
12/6/2018,12/9/2018,KABI,27,49,38,34.4,57.6,27,0
12/6/2018,12/10/2018,KABI,30,55,42.5,34.2,57.4,23,0
12/6/2018,12/11/2018,KABI,39,59,49,34,57.2,16,0
12/6/2018,12/12/2018,KABI,44,63,53.5,33.8,57,12,0
12/6/2018,12/13/2018,KABI,37,64,50.5,33.6,56.8,15,0
12/6/2018,12/14/2018,KABI,37,58,47.5,33.5,56.6,18,0
12/6/2018,12/15/2018,KABI,38,61,49.5,33.3,56.5,16,0
12/6/2018,12/16/2018,KABI,37,61,49,33.2,56.3,16,0
12/6/2018,12/17/2018,KABI,38,62,50,33.1,56.2,15,0
12/6/2018,12/18/2018,KABI,40,64,52,33,56.1,13,0
12/6/2018,12/19/2018,KABI,38,59,48.5,32.9,56,17,0
12/6/2018,12/6/2018,KALB,25,39,32,24.9,39.3,33,0
12/6/2018,12/7/2018,KALB,17,30,23.5,24.5,38.9,42,0
12/6/2018,12/8/2018,KALB,19,32,25.5,24.2,38.4,40,0
12/6/2018,12/9/2018,KALB,23,37,30,23.8,38.1,35,0
12/6/2018,12/10/2018,KALB,17,34,25.5,23.4,37.7,40,0
12/6/2018,12/11/2018,KALB,15,30,22.5,23,37.3,43,0
12/6/2018,12/12/2018,KALB,18,36,27,22.6,36.9,38,0
12/6/2018,12/13/2018,KALB,25,42,33.5,22.2,36.5,32,0
12/6/2018,12/14/2018,KALB,31,44,37.5,21.8,36.2,28,0
12/6/2018,12/15/2018,KALB,32,45,38.5,21.4,35.8,27,0
12/6/2018,12/16/2018,KALB,29,41,35,21,35.5,30,0
12/6/2018,12/17/2018,KALB,26,39,32.5,20.6,35.1,33,0
12/6/2018,12/18/2018,KALB,26,39,32.5,20.3,34.8,33,0
12/6/2018,12/19/2018,KALB,26,40,33,19.9,34.5,32,0
12/6/2018,12/6/2018,KABQ,30,51,40.5,27.6,47.4,25,0
12/6/2018,12/7/2018,KABQ,32,49,40.5,27.4,47.2,25,0
12/6/2018,12/8/2018,KABQ,26,48,37,27.2,46.9,28,0
12/6/2018,12/9/2018,KABQ,24,46,35,27.1,46.7,30,0
12/6/2018,12/10/2018,KABQ,26,47,36.5,26.9,46.5,29,0
12/6/2018,12/11/2018,KABQ,28,50,39,26.7,46.3,26,0
12/6/2018,12/12/2018,KABQ,27,49,38,26.6,46.1,27,0
12/6/2018,12/13/2018,KABQ,22,45,33.5,26.5,45.9,32,0
12/6/2018,12/14/2018,KABQ,28,48,38,26.4,45.8,27,0
12/6/2018,12/15/2018,KABQ,25,46,35.5,26.3,45.6,30,0
12/6/2018,12/16/2018,KABQ,26,47,36.5,26.2,45.5,29,0
12/6/2018,12/17/2018,KABQ,29,50,39.5,26.1,45.4,26,0
12/6/2018,12/18/2018,KABQ,28,50,39,26,45.3,26,0
12/6/2018,12/19/2018,KABQ,26,47,36.5,25.9,45.3,29,0
12/6/2018,12/6/2018,KABE,27,39,33,26.8,43.7,32,0
12/6/2018,12/7/2018,KABE,21,37,29,26.5,43.3,36,0
12/6/2018,12/8/2018,KABE,22,36,29,26.1,42.9,36,0
12/6/2018,12/9/2018,KABE,24,38,31,25.8,42.5,34,0
12/6/2018,12/10/2018,KABE,22,41,31.5,25.5,42.2,34,0
12/6/2018,12/11/2018,KABE,21,37,29,25.2,41.8,36,0
12/6/2018,12/12/2018,KABE,23,40,31.5,24.9,41.4,34,0
12/6/2018,12/13/2018,KABE,28,45,36.5,24.6,41.1,29,0
12/6/2018,12/14/2018,KABE,33,46,39.5,24.3,40.7,26,0
12/6/2018,12/15/2018,KABE,33,47,40,24,40.4,25,0
12/6/2018,12/16/2018,KABE,30,44,37,23.8,40.1,28,0
12/6/2018,12/17/2018,KABE,28,41,34.5,23.5,39.8,31,0
12/6/2018,12/18/2018,KABE,28,43,35.5,23.2,39.5,30,0
12/6/2018,12/19/2018,KABE,28,44,36,23,39.2,29,0
12/6/2018,12/6/2018,KAPN,15,31,23,21.7,34.7,42,0
12/6/2018,12/7/2018,KAPN,15,28,21.5,21.4,34.3,44,0
12/6/2018,12/8/2018,KAPN,18,33,25.5,21,33.9,40,0
12/6/2018,12/9/2018,KAPN,21,37,29,20.7,33.6,36,0
12/6/2018,12/10/2018,KAPN,22,33,27.5,20.3,33.3,38,0
12/6/2018,12/11/2018,KAPN,23,35,29,20,32.9,36,0
12/6/2018,12/12/2018,KAPN,26,37,31.5,19.6,32.6,34,0
12/6/2018,12/13/2018,KAPN,30,40,35,19.2,32.3,30,0
12/6/2018,12/14/2018,KAPN,26,35,30.5,18.9,32,35,0
12/6/2018,12/15/2018,KAPN,26,37,31.5,18.6,31.7,34,0
12/6/2018,12/16/2018,KAPN,24,36,30,18.2,31.4,35,0
12/6/2018,12/17/2018,KAPN,21,33,27,17.9,31.1,38,0
12/6/2018,12/18/2018,KAPN,22,35,28.5,17.6,30.8,37,0
12/6/2018,12/19/2018,KAPN,25,38,31.5,17.2,30.5,34,0
12/6/2018,12/6/2018,KAMA,23,40,31.5,25.1,51,34,0
12/6/2018,12/7/2018,KAMA,24,41,32.5,24.9,50.7,33,0
12/6/2018,12/8/2018,KAMA,17,35,26,24.7,50.4,39,0
12/6/2018,12/9/2018,KAMA,15,43,29,24.5,50.2,36,0
12/6/2018,12/10/2018,KAMA,21,46,33.5,24.3,49.9,32,0
12/6/2018,12/11/2018,KAMA,28,50,39,24.1,49.7,26,0
12/6/2018,12/12/2018,KAMA,31,56,43.5,24,49.5,22,0
12/6/2018,12/13/2018,KAMA,25,52,38.5,23.9,49.4,27,0
12/6/2018,12/14/2018,KAMA,29,53,41,23.8,49.2,24,0
12/6/2018,12/15/2018,KAMA,27,57,42,23.7,49.1,23,0
12/6/2018,12/16/2018,KAMA,27,54,40.5,23.6,49,25,0
12/6/2018,12/17/2018,KAMA,29,57,43,23.5,48.9,22,0
12/6/2018,12/18/2018,KAMA,31,58,44.5,23.4,48.8,21,0
12/6/2018,12/19/2018,KAMA,29,52,40.5,23.4,48.8,25,0
12/6/2018,12/6/2018,KAVL,27,46,36.5,31,51.6,29,0
12/6/2018,12/7/2018,KAVL,32,50,41,30.8,51.3,24,0
12/6/2018,12/8/2018,KAVL,27,39,33,30.6,51,32,0
12/6/2018,12/9/2018,KAVL,28,37,32.5,30.4,50.8,33,0
12/6/2018,12/10/2018,KAVL,22,40,31,30.2,50.5,34,0
12/6/2018,12/11/2018,KAVL,12,43,27.5,30,50.2,38,0
12/6/2018,12/12/2018,KAVL,20,43,31.5,29.8,50,34,0
12/6/2018,12/13/2018,KAVL,31,46,38.5,29.7,49.7,27,0
12/6/2018,12/14/2018,KAVL,28,42,35,29.5,49.5,30,0
12/6/2018,12/15/2018,KAVL,24,45,34.5,29.3,49.3,31,0
12/6/2018,12/16/2018,KAVL,23,47,35,29.1,49.1,30,0
12/6/2018,12/17/2018,KAVL,23,45,34,29,48.9,31,0
12/6/2018,12/18/2018,KAVL,25,47,36,28.8,48.7,29,0
12/6/2018,12/19/2018,KAVL,25,47,36,28.7,48.5,29,0
12/6/2018,12/6/2018,KAST,30,46,38,36.9,49.3,27,0
12/6/2018,12/7/2018,KAST,34,49,41.5,36.8,49.2,24,0
12/6/2018,12/8/2018,KAST,40,53,46.5,36.7,49,19,0
12/6/2018,12/9/2018,KAST,39,50,44.5,36.6,48.9,21,0
12/6/2018,12/10/2018,KAST,39,52,45.5,36.5,48.8,20,0
12/6/2018,12/11/2018,KAST,40,53,46.5,36.4,48.7,19,0
12/6/2018,12/12/2018,KAST,38,51,44.5,36.4,48.6,21,0
12/6/2018,12/13/2018,KAST,39,52,45.5,36.3,48.5,20,0
12/6/2018,12/14/2018,KAST,38,50,44,36.3,48.4,21,0
12/6/2018,12/15/2018,KAST,39,50,44.5,36.2,48.4,21,0
12/6/2018,12/16/2018,KAST,40,51,45.5,36.2,48.3,20,0
12/6/2018,12/17/2018,KAST,40,52,46,36.2,48.3,19,0
12/6/2018,12/18/2018,KAST,39,51,45,36.2,48.2,20,0
12/6/2018,12/19/2018,KAST,38,51,44.5,36.2,48.2,21,0
12/6/2018,12/6/2018,KATL,28,50,39,38.4,56.3,26,0
12/6/2018,12/7/2018,KATL,41,50,45.5,38.1,55.9,20,0
12/6/2018,12/8/2018,KATL,36,43,39.5,37.9,55.6,26,0
12/6/2018,12/9/2018,KATL,35,43,39,37.6,55.3,26,0
12/6/2018,12/10/2018,KATL,32,46,39,37.4,55,26,0
12/6/2018,12/11/2018,KATL,30,51,40.5,37.2,54.8,25,0
12/6/2018,12/12/2018,KATL,32,53,42.5,37,54.5,23,0
12/6/2018,12/13/2018,KATL,41,57,49,36.8,54.2,16,0
12/6/2018,12/14/2018,KATL,36,52,44,36.6,54,21,0
12/6/2018,12/15/2018,KATL,36,52,44,36.4,53.7,21,0
12/6/2018,12/16/2018,KATL,35,53,44,36.2,53.5,21,0
12/6/2018,12/17/2018,KATL,35,53,44,36,53.3,21,0
12/6/2018,12/18/2018,KATL,35,54,44.5,35.8,53.1,21,0
12/6/2018,12/19/2018,KATL,36,53,44.5,35.7,52.9,21,0
12/6/2018,12/6/2018,KACY,28,41,34.5,31.1,48.8,31,0
12/6/2018,12/7/2018,KACY,21,41,31,30.7,48.4,34,0
12/6/2018,12/8/2018,KACY,21,36,28.5,30.4,48.1,37,0
12/6/2018,12/9/2018,KACY,24,39,31.5,30.1,47.8,34,0
12/6/2018,12/10/2018,KACY,22,41,31.5,29.8,47.4,34,0
12/6/2018,12/11/2018,KACY,19,38,28.5,29.5,47.1,37,0
12/6/2018,12/12/2018,KACY,23,43,33,29.2,46.8,32,0
12/6/2018,12/13/2018,KACY,30,50,40,28.9,46.5,25,0
12/6/2018,12/14/2018,KACY,33,52,42.5,28.6,46.3,23,0
12/6/2018,12/15/2018,KACY,33,52,42.5,28.4,46,23,0
12/6/2018,12/16/2018,KACY,30,48,39,28.1,45.7,26,0
12/6/2018,12/17/2018,KACY,28,45,36.5,27.8,45.4,29,0
12/6/2018,12/18/2018,KACY,29,47,38,27.6,45.2,27,0
12/6/2018,12/19/2018,KACY,29,47,38,27.3,44.9,27,0
12/6/2018,12/6/2018,KAGS,31,52,41.5,36.1,62.4,24,0
12/6/2018,12/7/2018,KAGS,38,54,46,35.8,62.1,19,0
12/6/2018,12/8/2018,KAGS,35,44,39.5,35.6,61.8,26,0
12/6/2018,12/9/2018,KAGS,36,45,40.5,35.4,61.5,25,0
12/6/2018,12/10/2018,KAGS,34,48,41,35.2,61.2,24,0
12/6/2018,12/11/2018,KAGS,26,52,39,35.1,60.9,26,0
12/6/2018,12/12/2018,KAGS,30,53,41.5,34.9,60.6,24,0
12/6/2018,12/13/2018,KAGS,40,61,50.5,34.7,60.4,15,0
12/6/2018,12/14/2018,KAGS,36,58,47,34.5,60.1,18,0
12/6/2018,12/15/2018,KAGS,35,56,45.5,34.4,59.8,20,0
12/6/2018,12/16/2018,KAGS,34,56,45,34.2,59.6,20,0
12/6/2018,12/17/2018,KAGS,35,56,45.5,34.1,59.3,20,0
12/6/2018,12/18/2018,KAGS,35,58,46.5,33.9,59.1,19,0
12/6/2018,12/19/2018,KAGS,34,57,45.5,33.8,58.9,20,0
12/6/2018,12/6/2018,KAUS,50,62,56,38.7,65,9,0
12/6/2018,12/7/2018,KAUS,45,59,52,38.5,64.7,13,0
12/6/2018,12/8/2018,KAUS,39,55,47,38.2,64.6,18,0
12/6/2018,12/9/2018,KAUS,34,56,45,38,64.4,20,0
12/6/2018,12/10/2018,KAUS,32,58,45,37.8,64.2,20,0
12/6/2018,12/11/2018,KAUS,38,62,50,37.6,64,15,0
12/6/2018,12/12/2018,KAUS,47,70,58.5,37.4,63.9,7,0
12/6/2018,12/13/2018,KAUS,43,71,57,37.2,63.7,8,0
12/6/2018,12/14/2018,KAUS,40,63,51.5,37.1,63.6,14,0
12/6/2018,12/15/2018,KAUS,40,64,52,36.9,63.4,13,0
12/6/2018,12/16/2018,KAUS,41,66,53.5,36.8,63.3,12,0
12/6/2018,12/17/2018,KAUS,41,66,53.5,36.6,63.2,12,0
12/6/2018,12/18/2018,KAUS,44,68,56,36.5,63.1,9,0
12/6/2018,12/19/2018,KAUS,43,66,54.5,36.4,63,11,0
12/6/2018,12/6/2018,KBFL,42,59,50.5,39.5,58.4,15,0
12/6/2018,12/7/2018,KBFL,40,59,49.5,39.4,58.1,16,0
12/6/2018,12/8/2018,KBFL,39,59,49,39.3,57.9,16,0
12/6/2018,12/9/2018,KBFL,40,60,50,39.2,57.6,15,0
12/6/2018,12/10/2018,KBFL,41,56,48.5,39.1,57.4,17,0
12/6/2018,12/11/2018,KBFL,38,53,45.5,39,57.2,20,0
12/6/2018,12/12/2018,KBFL,37,55,46,38.9,57,19,0
12/6/2018,12/13/2018,KBFL,37,59,48,38.8,56.8,17,0
12/6/2018,12/14/2018,KBFL,41,60,50.5,38.8,56.6,15,0
12/6/2018,12/15/2018,KBFL,37,54,45.5,38.7,56.4,20,0
12/6/2018,12/16/2018,KBFL,39,58,48.5,38.7,56.2,17,0
12/6/2018,12/17/2018,KBFL,41,57,49,38.7,56.1,16,0
12/6/2018,12/18/2018,KBFL,39,55,47,38.6,55.9,18,0
12/6/2018,12/19/2018,KBFL,39,56,47.5,38.6,55.7,18,0
12/6/2018,12/6/2018,KBWI,28,40,34,30.5,48.1,31,0
12/6/2018,12/7/2018,KBWI,22,40,31,30.3,47.8,34,0
12/6/2018,12/8/2018,KBWI,23,37,30,30,47.4,35,0
12/6/2018,12/9/2018,KBWI,26,37,31.5,29.7,47.1,34,0
12/6/2018,12/10/2018,KBWI,24,41,32.5,29.4,46.7,33,0
12/6/2018,12/11/2018,KBWI,23,39,31,29.1,46.4,34,0
12/6/2018,12/12/2018,KBWI,25,41,33,28.9,46.1,32,0
12/6/2018,12/13/2018,KBWI,30,47,38.5,28.6,45.8,27,0
12/6/2018,12/14/2018,KBWI,33,47,40,28.3,45.5,25,0
12/6/2018,12/15/2018,KBWI,33,49,41,28.1,45.2,24,0
12/6/2018,12/16/2018,KBWI,30,47,38.5,27.8,44.9,27,0
12/6/2018,12/17/2018,KBWI,28,44,36,27.6,44.6,29,0
12/6/2018,12/18/2018,KBWI,29,45,37,27.4,44.4,28,0
12/6/2018,12/19/2018,KBWI,29,46,37.5,27.1,44.1,28,0
12/6/2018,12/6/2018,KBTR,42,62,52,44,65.8,13,0
12/6/2018,12/7/2018,KBTR,48,67,57.5,43.8,65.6,8,0
12/6/2018,12/8/2018,KBTR,45,63,54,43.6,65.3,11,0
12/6/2018,12/9/2018,KBTR,37,51,44,43.5,65.1,21,0
12/6/2018,12/10/2018,KBTR,33,54,43.5,43.3,64.9,22,0
12/6/2018,12/11/2018,KBTR,34,58,46,43.1,64.7,19,0
12/6/2018,12/12/2018,KBTR,43,64,53.5,43,64.5,12,0
12/6/2018,12/13/2018,KBTR,49,69,59,42.9,64.3,6,0
12/6/2018,12/14/2018,KBTR,39,61,50,42.7,64.1,15,0
12/6/2018,12/15/2018,KBTR,39,60,49.5,42.6,63.9,16,0
12/6/2018,12/16/2018,KBTR,42,63,52.5,42.5,63.8,13,0
12/6/2018,12/17/2018,KBTR,42,64,53,42.3,63.6,12,0
12/6/2018,12/18/2018,KBTR,44,65,54.5,42.2,63.5,11,0
12/6/2018,12/19/2018,KBTR,44,63,53.5,42.1,63.3,12,0
12/6/2018,12/6/2018,KBKW,24,38,31,28.6,44.7,34,0
12/6/2018,12/7/2018,KBKW,22,33,27.5,28.3,44.4,38,0
12/6/2018,12/8/2018,KBKW,23,34,28.5,28,44.1,37,0
12/6/2018,12/9/2018,KBKW,22,33,27.5,27.7,43.7,38,0
12/6/2018,12/10/2018,KBKW,15,37,26,27.4,43.4,39,0
12/6/2018,12/11/2018,KBKW,13,38,25.5,27.2,43.2,40,0
12/6/2018,12/12/2018,KBKW,21,43,32,26.9,42.9,33,0
12/6/2018,12/13/2018,KBKW,31,47,39,26.7,42.6,26,0
12/6/2018,12/14/2018,KBKW,27,38,32.5,26.4,42.3,33,0
12/6/2018,12/15/2018,KBKW,27,41,34,26.2,42.1,31,0
12/6/2018,12/16/2018,KBKW,25,42,33.5,25.9,41.9,32,0
12/6/2018,12/17/2018,KBKW,24,39,31.5,25.7,41.6,34,0
12/6/2018,12/18/2018,KBKW,26,42,34,25.5,41.4,31,0
12/6/2018,12/19/2018,KBKW,26,43,34.5,25.3,41.2,31,0
12/6/2018,12/6/2018,KBIL,13,31,22,19.2,36.1,43,0
12/6/2018,12/7/2018,KBIL,19,37,28,19,35.8,37,0
12/6/2018,12/8/2018,KBIL,24,41,32.5,18.7,35.6,33,0
12/6/2018,12/9/2018,KBIL,26,42,34,18.5,35.4,31,0
12/6/2018,12/10/2018,KBIL,27,44,35.5,18.3,35.2,30,0
12/6/2018,12/11/2018,KBIL,28,43,35.5,18.1,35,30,0
12/6/2018,12/12/2018,KBIL,28,43,35.5,17.9,34.9,30,0
12/6/2018,12/13/2018,KBIL,25,41,33,17.7,34.8,32,0
12/6/2018,12/14/2018,KBIL,28,47,37.5,17.6,34.7,28,0
12/6/2018,12/15/2018,KBIL,25,42,33.5,17.4,34.6,32,0
12/6/2018,12/16/2018,KBIL,27,43,35,17.3,34.5,30,0
12/6/2018,12/17/2018,KBIL,28,45,36.5,17.2,34.5,29,0
12/6/2018,12/18/2018,KBIL,28,45,36.5,17.1,34.4,29,0
12/6/2018,12/19/2018,KBIL,26,44,35,17,34.4,30,0
12/6/2018,12/6/2018,KBGM,22,33,27.5,24.3,36.4,38,0
12/6/2018,12/7/2018,KBGM,17,25,21,24,36,44,0
12/6/2018,12/8/2018,KBGM,18,28,23,23.6,35.6,42,0
12/6/2018,12/9/2018,KBGM,20,32,26,23.3,35.3,39,0
12/6/2018,12/10/2018,KBGM,16,29,22.5,22.9,34.9,43,0
12/6/2018,12/11/2018,KBGM,15,28,21.5,22.6,34.5,44,0
12/6/2018,12/12/2018,KBGM,19,34,26.5,22.2,34.2,39,0
12/6/2018,12/13/2018,KBGM,27,39,33,21.9,33.9,32,0
12/6/2018,12/14/2018,KBGM,29,38,33.5,21.6,33.5,32,0
12/6/2018,12/15/2018,KBGM,30,39,34.5,21.3,33.2,31,0
12/6/2018,12/16/2018,KBGM,26,36,31,20.9,32.9,34,0
12/6/2018,12/17/2018,KBGM,23,33,28,20.6,32.6,37,0
12/6/2018,12/18/2018,KBGM,24,35,29.5,20.3,32.3,36,0
12/6/2018,12/19/2018,KBGM,23,36,29.5,20,32.1,36,0
12/6/2018,12/6/2018,KBHM,30,49,39.5,38,58.1,26,0
12/6/2018,12/7/2018,KBHM,39,48,43.5,37.7,57.8,22,0
12/6/2018,12/8/2018,KBHM,37,45,41,37.5,57.5,24,0
12/6/2018,12/9/2018,KBHM,35,46,40.5,37.3,57.2,25,0
12/6/2018,12/10/2018,KBHM,27,47,37,37.1,56.9,28,0
12/6/2018,12/11/2018,KBHM,26,53,39.5,36.9,56.7,26,0
12/6/2018,12/12/2018,KBHM,33,54,43.5,36.8,56.4,22,0
12/6/2018,12/13/2018,KBHM,41,59,50,36.6,56.2,15,0
12/6/2018,12/14/2018,KBHM,32,52,42,36.4,55.9,23,0
12/6/2018,12/15/2018,KBHM,32,53,42.5,36.2,55.7,23,0
12/6/2018,12/16/2018,KBHM,32,55,43.5,36.1,55.5,22,0
12/6/2018,12/17/2018,KBHM,32,55,43.5,35.9,55.3,22,0
12/6/2018,12/18/2018,KBHM,34,56,45,35.8,55.1,20,0
12/6/2018,12/19/2018,KBHM,35,56,45.5,35.6,54.9,20,0
12/6/2018,12/6/2018,KBIS,10,24,17,9.1,28.9,48,0
12/6/2018,12/7/2018,KBIS,13,30,21.5,8.7,28.5,44,0
12/6/2018,12/8/2018,KBIS,12,32,22,8.4,28.1,43,0
12/6/2018,12/9/2018,KBIS,12,33,22.5,8,27.8,43,0
12/6/2018,12/10/2018,KBIS,16,39,27.5,7.6,27.4,38,0
12/6/2018,12/11/2018,KBIS,20,40,30,7.3,27.1,35,0
12/6/2018,12/12/2018,KBIS,22,41,31.5,6.9,26.8,34,0
12/6/2018,12/13/2018,KBIS,19,37,28,6.6,26.5,37,0
12/6/2018,12/14/2018,KBIS,18,38,28,6.2,26.2,37,0
12/6/2018,12/15/2018,KBIS,17,37,27,5.9,25.9,38,0
12/6/2018,12/16/2018,KBIS,17,38,27.5,5.6,25.7,38,0
12/6/2018,12/17/2018,KBIS,17,36,26.5,5.4,25.4,39,0
12/6/2018,12/18/2018,KBIS,21,39,30,5.1,25.2,35,0
12/6/2018,12/19/2018,KBIS,21,39,30,4.8,25,35,0
12/6/2018,12/6/2018,KBOI,5,29,17,25.4,39.1,48,0
12/6/2018,12/7/2018,KBOI,11,33,22,25.2,38.8,43,0
12/6/2018,12/8/2018,KBOI,15,34,24.5,24.9,38.5,41,0
12/6/2018,12/9/2018,KBOI,19,37,28,24.7,38.3,37,0
12/6/2018,12/10/2018,KBOI,20,35,27.5,24.5,38,38,0
12/6/2018,12/11/2018,KBOI,23,37,30,24.3,37.8,35,0
12/6/2018,12/12/2018,KBOI,19,38,28.5,24.1,37.6,37,0
12/6/2018,12/13/2018,KBOI,16,35,25.5,23.9,37.4,40,0
12/6/2018,12/14/2018,KBOI,20,41,30.5,23.7,37.2,35,0
12/6/2018,12/15/2018,KBOI,17,35,26,23.6,37.1,39,0
12/6/2018,12/16/2018,KBOI,22,37,29.5,23.4,36.9,36,0
12/6/2018,12/17/2018,KBOI,24,39,31.5,23.3,36.8,34,0
12/6/2018,12/18/2018,KBOI,21,38,29.5,23.2,36.7,36,0
12/6/2018,12/19/2018,KBOI,19,36,27.5,23.1,36.6,38,0
12/6/2018,12/6/2018,KBOS,30,40,35,31.6,44.4,30,0
12/6/2018,12/7/2018,KBOS,18,38,28,31.2,44,37,0
12/6/2018,12/8/2018,KBOS,18,29,23.5,30.8,43.7,42,0
12/6/2018,12/9/2018,KBOS,27,36,31.5,30.5,43.3,34,0
12/6/2018,12/10/2018,KBOS,25,37,31,30.1,43,34,0
12/6/2018,12/11/2018,KBOS,22,35,28.5,29.8,42.6,37,0
12/6/2018,12/12/2018,KBOS,22,39,30.5,29.4,42.3,35,0
12/6/2018,12/13/2018,KBOS,29,44,36.5,29.1,42,29,0
12/6/2018,12/14/2018,KBOS,36,49,42.5,28.7,41.6,23,0
12/6/2018,12/15/2018,KBOS,37,49,43,28.4,41.3,22,0
12/6/2018,12/16/2018,KBOS,33,44,38.5,28,41,27,0
12/6/2018,12/17/2018,KBOS,31,43,37,27.7,40.7,28,0
12/6/2018,12/18/2018,KBOS,31,43,37,27.4,40.3,28,0
12/6/2018,12/19/2018,KBOS,31,43,37,27,40,28,0
12/6/2018,12/6/2018,KBDR,31,40,35.5,31.7,45.5,30,0
12/6/2018,12/7/2018,KBDR,23,38,30.5,31.3,45.1,35,0
12/6/2018,12/8/2018,KBDR,24,35,29.5,31,44.7,36,0
12/6/2018,12/9/2018,KBDR,27,38,32.5,30.6,44.4,33,0
12/6/2018,12/10/2018,KBDR,21,40,30.5,30.3,44,35,0
12/6/2018,12/11/2018,KBDR,20,35,27.5,29.9,43.7,38,0
12/6/2018,12/12/2018,KBDR,24,39,31.5,29.5,43.3,34,0
12/6/2018,12/13/2018,KBDR,31,46,38.5,29.2,43,27,0
12/6/2018,12/14/2018,KBDR,35,48,41.5,28.9,42.7,24,0
12/6/2018,12/15/2018,KBDR,36,49,42.5,28.5,42.3,23,0
12/6/2018,12/16/2018,KBDR,33,45,39,28.2,42,26,0
12/6/2018,12/17/2018,KBDR,30,43,36.5,27.8,41.7,29,0
12/6/2018,12/18/2018,KBDR,30,44,37,27.5,41.4,28,0
12/6/2018,12/19/2018,KBDR,31,44,37.5,27.2,41.1,28,0
12/6/2018,12/6/2018,KBRO,66,77,71.5,54.3,73.5,0,7
12/6/2018,12/7/2018,KBRO,65,77,71,54,73.3,0,6
12/6/2018,12/8/2018,KBRO,45,72,58.5,53.8,73,7,0
12/6/2018,12/9/2018,KBRO,45,61,53,53.6,72.8,12,0
12/6/2018,12/10/2018,KBRO,44,64,54,53.4,72.6,11,0
12/6/2018,12/11/2018,KBRO,51,70,60.5,53.2,72.4,5,0
12/6/2018,12/12/2018,KBRO,59,76,67.5,53,72.2,0,3
12/6/2018,12/13/2018,KBRO,55,78,66.5,52.9,72,0,2
12/6/2018,12/14/2018,KBRO,53,70,61.5,52.7,71.8,4,0
12/6/2018,12/15/2018,KBRO,52,71,61.5,52.5,71.6,4,0
12/6/2018,12/16/2018,KBRO,54,73,63.5,52.4,71.5,2,0
12/6/2018,12/17/2018,KBRO,55,74,64.5,52.2,71.3,1,0
12/6/2018,12/18/2018,KBRO,57,74,65.5,52.1,71.1,0,1
12/6/2018,12/19/2018,KBRO,54,74,64,52,71,1,0
12/6/2018,12/6/2018,KBUF,22,35,28.5,27.1,39.1,37,0
12/6/2018,12/7/2018,KBUF,20,27,23.5,26.8,38.7,42,0
12/6/2018,12/8/2018,KBUF,20,31,25.5,26.4,38.4,40,0
12/6/2018,12/9/2018,KBUF,22,34,28,26.1,38,37,0
12/6/2018,12/10/2018,KBUF,20,32,26,25.7,37.7,39,0
12/6/2018,12/11/2018,KBUF,20,33,26.5,25.4,37.3,39,0
12/6/2018,12/12/2018,KBUF,25,38,31.5,25.1,37,34,0
12/6/2018,12/13/2018,KBUF,33,43,38,24.8,36.6,27,0
12/6/2018,12/14/2018,KBUF,30,39,34.5,24.5,36.3,31,0
12/6/2018,12/15/2018,KBUF,31,41,36,24.2,36,29,0
12/6/2018,12/16/2018,KBUF,28,38,33,23.9,35.7,32,0
12/6/2018,12/17/2018,KBUF,26,35,30.5,23.6,35.4,35,0
12/6/2018,12/18/2018,KBUF,27,37,32,23.3,35.2,33,0
12/6/2018,12/19/2018,KBUF,29,39,34,23,34.9,31,0
12/6/2018,12/6/2018,KBUR,46,58,52,41.6,67.5,13,0
12/6/2018,12/7/2018,KBUR,43,66,54.5,41.4,67.4,11,0
12/6/2018,12/8/2018,KBUR,44,68,56,41.3,67.2,9,0
12/6/2018,12/9/2018,KBUR,44,68,56,41.3,67.1,9,0
12/6/2018,12/10/2018,KBUR,44,68,56,41.2,66.9,9,0
12/6/2018,12/11/2018,KBUR,42,67,54.5,41.1,66.8,11,0
12/6/2018,12/12/2018,KBUR,42,66,54,41,66.7,11,0
12/6/2018,12/13/2018,KBUR,42,67,54.5,41,66.7,11,0
